scene_name,shape_policy,method_name,psf_name,sigma,kernel_size,downsampling_ratio,msi_band_count,spatial_snr,spectral_snr,fwhm_factor,seed,gt_shape,lr_hsi_shape,hr_msi_shape,prediction_clipped,prediction_clip_min,prediction_clip_max,sparsity_G,fit_time_s,final_loss,q2n,PSNR,SAM,ERGAS,SSIM,status,error,runtime_seconds
pavia,crop,Tucker-lin (lbfgs_prox),gaussian,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,0.0,30.275063276290894,67309.9375,0.09626855602871426,12.936125696816013,24.78459930419922,20.039120229902093,0.08159823832366185,success,,83.70228382491041
pavia,crop,Tucker-lin (lbfgs_prox),gaussian,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,0.0,12.022097110748291,20584.1171875,0.3624486276023372,17.302582175440463,13.165751457214355,11.858584795898116,0.30448166438726476,success,,64.93460489204153
pavia,crop,Tucker-lin (lbfgs_prox),airy,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,0.0,13.047428131103516,62396.3984375,0.058533692083503806,15.424544682260485,16.701202392578125,15.754872035313278,0.169505859421857,success,,66.00642039999366
pavia,crop,Tucker-lin (lbfgs_prox),airy,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,0.0,22.50655961036682,23114.14453125,0.27769049051339517,16.671254537022364,14.652087211608887,12.906991032043333,0.2347617862646357,success,,75.35031560400967
pavia,crop,Tucker-lin (lbfgs_prox),sinc,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,0.0,12.332818269729614,183088.890625,0.07382517612504776,10.707675590640715,39.08676528930664,21.49231197039136,0.13533857054597834,success,,65.27508126501925
pavia,crop,Tucker-lin (lbfgs_prox),sinc,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,0.0,15.203718900680542,44480.12890625,0.06849765242494037,13.551950847269381,26.065542221069336,18.39503278703953,0.10687794588746827,success,,68.15322467498481
