scene_name,shape_policy,method_name,psf_name,sigma,kernel_size,downsampling_ratio,msi_band_count,spatial_snr,spectral_snr,fwhm_factor,seed,gt_shape,lr_hsi_shape,hr_msi_shape,prediction_clipped,prediction_clip_min,prediction_clip_max,sparsity_G,fit_time_s,final_loss,q2n,PSNR,SAM,ERGAS,SSIM,status,error,runtime_seconds
pavia,crop,Tucker-lin (adam_l1),gaussian,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,0.0,36.10750412940979,23064.935546875,0.4012034637442975,17.785531398592802,11.495247840881348,11.321508353625207,0.3217783738683486,success,,89.3209597170353
pavia,crop,Tucker-lin (adam_l1),gaussian,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,0.0,35.19836974143982,17668.953125,0.40452401262978255,17.8266026085775,11.729949951171875,11.103233891817025,0.3301395867307054,success,,87.76766112400219
pavia,crop,Tucker-lin (adam_l1),airy,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,0.0,35.99088263511658,30049.4609375,0.4049995644985052,17.813073606649795,11.726840019226074,11.209377010227943,0.32277289309000207,success,,89.45838885509875
pavia,crop,Tucker-lin (adam_l1),airy,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,0.0,35.448094606399536,18360.01953125,0.4046017427576163,17.7843930878927,11.74794864654541,11.200899181510126,0.32142605240776495,success,,88.78080632397905
pavia,crop,Tucker-lin (adam_l1),sinc,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,0.0,36.00041389465332,41973.7265625,0.3865945341837523,17.690680204438188,11.88171672821045,11.415839400476537,0.31493689539224157,success,,89.5556871490553
pavia,crop,Tucker-lin (adam_l1),sinc,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,0.0,35.45732593536377,19463.85546875,0.3943376917741357,17.733531172536075,11.770763397216797,11.293945366121495,0.31500598924867945,success,,88.76615613000467
