scene_name,shape_policy,method_name,psf_name,sigma,kernel_size,downsampling_ratio,msi_band_count,spatial_snr,spectral_snr,fwhm_factor,seed,gt_shape,lr_hsi_shape,hr_msi_shape,prediction_clipped,prediction_clip_min,prediction_clip_max,sparsity_G,fit_time_s,final_loss,q2n,PSNR,SAM,ERGAS,SSIM,status,error,runtime_seconds
pavia,crop,Tucker-lin (adam_prox),gaussian,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,45.62222361564636,32.748225688934326,13759.833984375,0.5903458270468851,19.351282031359112,9.666631698608398,9.179421429022232,0.47752022759675294,success,,84.77913799090311
pavia,crop,Tucker-lin (adam_prox),gaussian,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,41.41111075878143,27.360316514968872,12133.578125,0.5905730355568065,19.280172263476956,10.283044815063477,9.122904322478952,0.4775689349397793,success,,79.26153991813771
pavia,crop,Tucker-lin (adam_prox),airy,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,47.13333249092102,31.98185110092163,18284.4140625,0.5906866746336313,19.27709442322133,9.786995887756348,9.344415346873735,0.46888437404863387,success,,83.55473962589167
pavia,crop,Tucker-lin (adam_prox),airy,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,47.022223472595215,27.10333824157715,12478.333984375,0.5894768892872585,19.244577457576618,9.978504180908203,9.265994648746302,0.467768329141435,success,,77.5042364730034
pavia,crop,Tucker-lin (adam_prox),sinc,3.4,15,4,4,35.0,40.0,4.2,42,"(610, 340, 103)","(152, 85, 103)","(610, 340, 4)",True,0.0,1.0,47.41111099720001,32.08854699134827,29575.287109375,0.5470763928159741,18.81684888997048,10.22918701171875,9.85518898192475,0.4377219152280487,success,,83.04523119213991
pavia,crop,Tucker-lin (adam_prox),sinc,3.4,15,8,4,30.0,40.0,4.2,42,"(610, 340, 103)","(76, 42, 103)","(610, 340, 4)",True,0.0,1.0,45.13333439826965,27.15779948234558,13819.447265625,0.5705955191682602,19.035744619006,10.196739196777344,9.496695160351717,0.45213665540258535,success,,78.64669172395952
